typeName,time,materialtypeID,groupID,typeName,quantity
"Skirmish Warfare Link - Rapid Deployment II",9360,16682,429,"Hypersynaptic Fibers",17
"Siege Module II",140400,9842,1034,"Miniature Electronics",122
"Siege Module II",140400,11399,18,Morphite,186
"Siege Module II",140400,11483,332,"R.A.M.- Electronics",2
"Siege Module II",140400,11540,334,"Quantum Microprocessor",165
"Triage Module II",140400,9842,1034,"Miniature Electronics",122
"Triage Module II",140400,11399,18,Morphite,191
"Triage Module II",140400,11483,332,"R.A.M.- Electronics",2
"Triage Module II",140400,11540,334,"Quantum Microprocessor",165
"Medium Remote Hull Repairer II",4680,9848,1040,Robotics,9
"Medium Remote Hull Repairer II",4680,11399,18,Morphite,5
"Medium Remote Hull Repairer II",4680,11475,332,"R.A.M.- Armor/Hull Tech",2
"Medium Remote Hull Repairer II",4680,11538,334,"Nanomechanical Microprocessor",12
"Small Remote Hull Repairer II",2340,9848,1040,Robotics,4
"Small Remote Hull Repairer II",2340,11399,18,Morphite,2
"Small Remote Hull Repairer II",2340,11475,332,"R.A.M.- Armor/Hull Tech",2
"Small Remote Hull Repairer II",2340,11538,334,"Nanomechanical Microprocessor",6
"Drone Damage Amplifier II",2340,9840,1034,Transmitter,3
"Drone Damage Amplifier II",2340,9842,1034,"Miniature Electronics",3
"Drone Damage Amplifier II",2340,11399,18,Morphite,8
"Drone Damage Amplifier II",2340,11483,332,"R.A.M.- Electronics",2
"Drone Damage Amplifier II",2340,11541,334,"Photon Microprocessor",9
"Magnetic Field Stabilizer II",2340,38,18,Nocxium,2
"Magnetic Field Stabilizer II",2340,3689,1034,"Mechanical Parts",6
"Magnetic Field Stabilizer II",2340,9842,1034,"Miniature Electronics",2
"Magnetic Field Stabilizer II",2340,11399,18,Morphite,5
"Magnetic Field Stabilizer II",2340,11483,332,"R.A.M.- Electronics",2
"Magnetic Field Stabilizer II",2340,11540,334,"Quantum Microprocessor",8
"Mining Drone II",1500,9848,1040,Robotics,3
"Mining Drone II",1500,11399,18,Morphite,3
"Mining Drone II",1500,11481,332,"R.A.M.- Robotics",2
"Mining Drone II",1500,11541,334,"Photon Microprocessor",2
"Mining Drone II",1500,11689,334,"Laser Focusing Crystals",1
"Rocket Launcher II",2340,9848,1040,Robotics,1
"Rocket Launcher II",2340,11399,18,Morphite,2
"Rocket Launcher II",2340,11486,332,"R.A.M.- Weapon Tech",2
"Rocket Launcher II",2340,11540,334,"Quantum Microprocessor",2
"125mm Railgun II",2340,9848,1040,Robotics,1
"125mm Railgun II",2340,11399,18,Morphite,5
"125mm Railgun II",2340,11486,332,"R.A.M.- Weapon Tech",2
"125mm Railgun II",2340,11690,334,"Superconductor Rails",6
"X-Large Shield Booster II",7020,9838,1034,Superconductors,12
"X-Large Shield Booster II",7020,11399,18,Morphite,9
"X-Large Shield Booster II",7020,11484,332,"R.A.M.- Shield Tech",2
"X-Large Shield Booster II",7020,11558,334,"Sustained Shield Emitter",29
"Medium Shield Booster II",2340,9838,1034,Superconductors,3
"Medium Shield Booster II",2340,11399,18,Morphite,3
"Medium Shield Booster II",2340,11484,332,"R.A.M.- Shield Tech",2
"Medium Shield Booster II",2340,11556,334,"Pulse Shield Emitter",6
"Large Shield Booster II",4680,9838,1034,Superconductors,6
"Large Shield Booster II",4680,11399,18,Morphite,6
"Large Shield Booster II",4680,11484,332,"R.A.M.- Shield Tech",2
"Large Shield Booster II",4680,11556,334,"Pulse Shield Emitter",14
Helios,120000,3828,1034,"Construction Blocks",23
Helios,120000,11399,18,Morphite,15
Helios,120000,11478,332,"R.A.M.- Starship Tech",3
Helios,120000,11531,334,"Ion Thruster",30
Helios,120000,11535,334,"Magnetometric Sensor Cluster",68
Helios,120000,11541,334,"Photon Microprocessor",165
Helios,120000,11545,334,"Crystalline Carbonide Armor Plate",300
Helios,120000,11547,334,"Fusion Reactor Unit",3
Helios,120000,11553,334,"Oscillator Capacitor Unit",60
Helios,120000,11556,334,"Pulse Shield Emitter",15
Keres,120000,40,18,Megacyte,1
Keres,120000,3828,1034,"Construction Blocks",23
Keres,120000,11399,18,Morphite,15
Keres,120000,11478,332,"R.A.M.- Starship Tech",6
Keres,120000,11531,334,"Ion Thruster",30
Keres,120000,11535,334,"Magnetometric Sensor Cluster",75
Keres,120000,11541,334,"Photon Microprocessor",150
Keres,120000,11545,334,"Crystalline Carbonide Armor Plate",375
Keres,120000,11547,334,"Fusion Reactor Unit",3
Keres,120000,11553,334,"Oscillator Capacitor Unit",75
Keres,120000,11556,334,"Pulse Shield Emitter",15
Crow,120000,40,18,Megacyte,11
Crow,120000,3828,1034,"Construction Blocks",15
Crow,120000,11399,18,Morphite,8
Crow,120000,11478,332,"R.A.M.- Starship Tech",2
Crow,120000,11533,334,"Magpulse Thruster",45
Crow,120000,11534,334,"Gravimetric Sensor Cluster",30
Crow,120000,11540,334,"Quantum Microprocessor",120
Crow,120000,11544,334,"Titanium Diborite Armor Plate",450
Crow,120000,11550,334,"Graviton Reactor Unit",5
Crow,120000,11552,334,"Scalar Capacitor Unit",75
Crow,120000,11558,334,"Sustained Shield Emitter",23
Raptor,120000,40,18,Megacyte,13
Raptor,120000,3828,1034,"Construction Blocks",15
Raptor,120000,11399,18,Morphite,8
Raptor,120000,11478,332,"R.A.M.- Starship Tech",2
Raptor,120000,11533,334,"Magpulse Thruster",45
Raptor,120000,11534,334,"Gravimetric Sensor Cluster",30
Raptor,120000,11540,334,"Quantum Microprocessor",120
Raptor,120000,11544,334,"Titanium Diborite Armor Plate",450
Raptor,120000,11550,334,"Graviton Reactor Unit",5
Raptor,120000,11552,334,"Scalar Capacitor Unit",75
Raptor,120000,11558,334,"Sustained Shield Emitter",23
Cheetah,120000,3828,1034,"Construction Blocks",23
Cheetah,120000,11399,18,Morphite,15
Cheetah,120000,11478,332,"R.A.M.- Starship Tech",3
Cheetah,120000,11530,334,"Plasma Thruster",30
Cheetah,120000,11536,334,"Ladar Sensor Cluster",68
Cheetah,120000,11538,334,"Nanomechanical Microprocessor",165
Cheetah,120000,11542,334,"Fernite Carbide Composite Armor Plate",300
Cheetah,120000,11548,334,"Nuclear Reactor Unit",3
Cheetah,120000,11551,334,"Electrolytic Capacitor Unit",60
Cheetah,120000,11555,334,"Deflection Shield Emitter",15
Crusader,120000,40,18,Megacyte,8
Crusader,120000,3828,1034,"Construction Blocks",15
Crusader,120000,11399,18,Morphite,8
Crusader,120000,11478,332,"R.A.M.- Starship Tech",2
Crusader,120000,11532,334,"Fusion Thruster",45
Crusader,120000,11537,334,"Radar Sensor Cluster",30
Crusader,120000,11539,334,"Nanoelectrical Microprocessor",120
Crusader,120000,11543,334,"Tungsten Carbide Armor Plate",450
Crusader,120000,11549,334,"Antimatter Reactor Unit",5
Crusader,120000,11554,334,"Tesseract Capacitor Unit",75
Crusader,120000,11557,334,"Linear Shield Emitter",23
Malediction,120000,40,18,Megacyte,12
Malediction,120000,3828,1034,"Construction Blocks",15
Malediction,120000,11399,18,Morphite,8
Malediction,120000,11478,332,"R.A.M.- Starship Tech",2
Malediction,120000,11532,334,"Fusion Thruster",45
Malediction,120000,11537,334,"Radar Sensor Cluster",30
Malediction,120000,11539,334,"Nanoelectrical Microprocessor",120
Malediction,120000,11543,334,"Tungsten Carbide Armor Plate",450
Malediction,120000,11549,334,"Antimatter Reactor Unit",5
Malediction,120000,11554,334,"Tesseract Capacitor Unit",75
Malediction,120000,11557,334,"Linear Shield Emitter",23
Anathema,120000,3828,1034,"Construction Blocks",23
Anathema,120000,11399,18,Morphite,15
Anathema,120000,11478,332,"R.A.M.- Starship Tech",3
Anathema,120000,11532,334,"Fusion Thruster",30
Anathema,120000,11537,334,"Radar Sensor Cluster",68
Anathema,120000,11539,334,"Nanoelectrical Microprocessor",165
Anathema,120000,11543,334,"Tungsten Carbide Armor Plate",300
Anathema,120000,11549,334,"Antimatter Reactor Unit",3
Anathema,120000,11554,334,"Tesseract Capacitor Unit",60
Anathema,120000,11557,334,"Linear Shield Emitter",15
Sentinel,120000,3828,1034,"Construction Blocks",23
Sentinel,120000,11399,18,Morphite,15
Sentinel,120000,11478,332,"R.A.M.- Starship Tech",6
Sentinel,120000,11532,334,"Fusion Thruster",30
Sentinel,120000,11537,334,"Radar Sensor Cluster",75
Sentinel,120000,11539,334,"Nanoelectrical Microprocessor",150
Sentinel,120000,11543,334,"Tungsten Carbide Armor Plate",375
Sentinel,120000,11549,334,"Antimatter Reactor Unit",3
Sentinel,120000,11554,334,"Tesseract Capacitor Unit",75
Sentinel,120000,11557,334,"Linear Shield Emitter",15
Buzzard,120000,3828,1034,"Construction Blocks",23
Buzzard,120000,11399,18,Morphite,15
Buzzard,120000,11478,332,"R.A.M.- Starship Tech",3
Buzzard,120000,11533,334,"Magpulse Thruster",30
Buzzard,120000,11534,334,"Gravimetric Sensor Cluster",68
Buzzard,120000,11540,334,"Quantum Microprocessor",165
Buzzard,120000,11544,334,"Titanium Diborite Armor Plate",300
Buzzard,120000,11550,334,"Graviton Reactor Unit",3
Buzzard,120000,11552,334,"Scalar Capacitor Unit",60
Buzzard,120000,11558,334,"Sustained Shield Emitter",15
Kitsune,120000,3828,1034,"Construction Blocks",23
Kitsune,120000,11399,18,Morphite,15
Kitsune,120000,11478,332,"R.A.M.- Starship Tech",6
Kitsune,120000,11533,334,"Magpulse Thruster",30
Kitsune,120000,11534,334,"Gravimetric Sensor Cluster",75
Kitsune,120000,11540,334,"Quantum Microprocessor",150
Kitsune,120000,11544,334,"Titanium Diborite Armor Plate",375
Kitsune,120000,11550,334,"Graviton Reactor Unit",3
Kitsune,120000,11552,334,"Scalar Capacitor Unit",75
Kitsune,120000,11558,334,"Sustained Shield Emitter",15
Claw,120000,39,18,Zydrine,27
Claw,120000,3828,1034,"Construction Blocks",15
Claw,120000,11399,18,Morphite,8
Claw,120000,11478,332,"R.A.M.- Starship Tech",2
Claw,120000,11530,334,"Plasma Thruster",45
Claw,120000,11536,334,"Ladar Sensor Cluster",30
Claw,120000,11538,334,"Nanomechanical Microprocessor",120
Claw,120000,11542,334,"Fernite Carbide Composite Armor Plate",450
Claw,120000,11548,334,"Nuclear Reactor Unit",5
Claw,120000,11551,334,"Electrolytic Capacitor Unit",75
Claw,120000,11555,334,"Deflection Shield Emitter",23
Stiletto,120000,39,18,Zydrine,41
Stiletto,120000,3828,1034,"Construction Blocks",15
Stiletto,120000,11399,18,Morphite,8
Stiletto,120000,11478,332,"R.A.M.- Starship Tech",2
Stiletto,120000,11530,334,"Plasma Thruster",45
Stiletto,120000,11536,334,"Ladar Sensor Cluster",30
Stiletto,120000,11538,334,"Nanomechanical Microprocessor",120
Stiletto,120000,11542,334,"Fernite Carbide Composite Armor Plate",450
Stiletto,120000,11548,334,"Nuclear Reactor Unit",5
Stiletto,120000,11551,334,"Electrolytic Capacitor Unit",75
Stiletto,120000,11555,334,"Deflection Shield Emitter",23
Taranis,120000,40,18,Megacyte,10
Taranis,120000,3828,1034,"Construction Blocks",15
Taranis,120000,11399,18,Morphite,8
Taranis,120000,11478,332,"R.A.M.- Starship Tech",2
Taranis,120000,11531,334,"Ion Thruster",45
Taranis,120000,11535,334,"Magnetometric Sensor Cluster",30
Taranis,120000,11541,334,"Photon Microprocessor",120
Taranis,120000,11545,334,"Crystalline Carbonide Armor Plate",450
Taranis,120000,11547,334,"Fusion Reactor Unit",5
Taranis,120000,11553,334,"Oscillator Capacitor Unit",75
Taranis,120000,11556,334,"Pulse Shield Emitter",23
Ares,120000,40,18,Megacyte,10
Ares,120000,3828,1034,"Construction Blocks",15
Ares,120000,11399,18,Morphite,8
Ares,120000,11478,332,"R.A.M.- Starship Tech",2
Ares,120000,11531,334,"Ion Thruster",45
Ares,120000,11535,334,"Magnetometric Sensor Cluster",30
Ares,120000,11541,334,"Photon Microprocessor",120
Ares,120000,11545,334,"Crystalline Carbonide Armor Plate",450
Ares,120000,11547,334,"Fusion Reactor Unit",5
Ares,120000,11553,334,"Oscillator Capacitor Unit",75
Ares,120000,11556,334,"Pulse Shield Emitter",23
"Energized EM Membrane II",2340,11399,18,Morphite,5
"Energized EM Membrane II",2340,11475,332,"R.A.M.- Armor/Hull Tech",2
"Energized EM Membrane II",2340,11543,334,"Tungsten Carbide Armor Plate",3
"Energized EM Membrane II",2340,11544,334,"Titanium Diborite Armor Plate",3
"Energized EM Membrane II",2340,11554,334,"Tesseract Capacitor Unit",3
"Energized Explosive Membrane II",2340,11399,18,Morphite,5
"Energized Explosive Membrane II",2340,11475,332,"R.A.M.- Armor/Hull Tech",2
"Energized Explosive Membrane II",2340,11543,334,"Tungsten Carbide Armor Plate",5
"Energized Explosive Membrane II",2340,11545,334,"Crystalline Carbonide Armor Plate",5
"Energized Explosive Membrane II",2340,11554,334,"Tesseract Capacitor Unit",3
"Energized Armor Layering Membrane II",2340,11399,18,Morphite,5
"Energized Armor Layering Membrane II",2340,11475,332,"R.A.M.- Armor/Hull Tech",2
"Energized Armor Layering Membrane II",2340,11542,334,"Fernite Carbide Composite Armor Plate",2
"Energized Armor Layering Membrane II",2340,11543,334,"Tungsten Carbide Armor Plate",3
"Energized Armor Layering Membrane II",2340,11544,334,"Titanium Diborite Armor Plate",3
"Energized Armor Layering Membrane II",2340,11554,334,"Tesseract Capacitor Unit",3
"Energized Kinetic Membrane II",2340,11399,18,Morphite,5
"Energized Kinetic Membrane II",2340,11475,332,"R.A.M.- Armor/Hull Tech",2
"Energized Kinetic Membrane II",2340,11542,334,"Fernite Carbide Composite Armor Plate",3
"Energized Kinetic Membrane II",2340,11544,334,"Titanium Diborite Armor Plate",3
"Energized Kinetic Membrane II",2340,11545,334,"Crystalline Carbonide Armor Plate",3
"Energized Kinetic Membrane II",2340,11554,334,"Tesseract Capacitor Unit",3
"Energized Thermic Membrane II",2340,11399,18,Morphite,5
"Energized Thermic Membrane II",2340,11475,332,"R.A.M.- Armor/Hull Tech",2
"Energized Thermic Membrane II",2340,11545,334,"Crystalline Carbonide Armor Plate",6
"Energized Thermic Membrane II",2340,11554,334,"Tesseract Capacitor Unit",3
"Energized Adaptive Nano Membrane II",2340,11399,18,Morphite,5
"Energized Adaptive Nano Membrane II",2340,11475,332,"R.A.M.- Armor/Hull Tech",2
"Energized Adaptive Nano Membrane II",2340,11542,334,"Fernite Carbide Composite Armor Plate",2
"Energized Adaptive Nano Membrane II",2340,11543,334,"Tungsten Carbide Armor Plate",2
"Energized Adaptive Nano Membrane II",2340,11544,334,"Titanium Diborite Armor Plate",2
"Energized Adaptive Nano Membrane II",2340,11545,334,"Crystalline Carbonide Armor Plate",2
"Energized Adaptive Nano Membrane II",2340,11554,334,"Tesseract Capacitor Unit",3
Vengeance,120000,40,18,Megacyte,3
Vengeance,120000,3828,1034,"Construction Blocks",38
Vengeance,120000,11399,18,Morphite,45
Vengeance,120000,11478,332,"R.A.M.- Starship Tech",6
Vengeance,120000,11532,334,"Fusion Thruster",30
Vengeance,120000,11537,334,"Radar Sensor Cluster",30
Vengeance,120000,11539,334,"Nanoelectrical Microprocessor",135
Vengeance,120000,11543,334,"Tungsten Carbide Armor Plate",750
Vengeance,120000,11549,334,"Antimatter Reactor Unit",8
Vengeance,120000,11554,334,"Tesseract Capacitor Unit",90
Vengeance,120000,11557,334,"Linear Shield Emitter",30
Wolf,120000,3828,1034,"Construction Blocks",38
Wolf,120000,11399,18,Morphite,45
Wolf,120000,11478,332,"R.A.M.- Starship Tech",6
Wolf,120000,11530,334,"Plasma Thruster",23
Wolf,120000,11536,334,"Ladar Sensor Cluster",30
Wolf,120000,11538,334,"Nanomechanical Microprocessor",135
Wolf,120000,11542,334,"Fernite Carbide Composite Armor Plate",900
Wolf,120000,11548,334,"Nuclear Reactor Unit",8
Wolf,120000,11551,334,"Electrolytic Capacitor Unit",90
Wolf,120000,11555,334,"Deflection Shield Emitter",30
Nemesis,120000,3828,1034,"Construction Blocks",30
Nemesis,120000,11399,18,Morphite,38
Nemesis,120000,11478,332,"R.A.M.- Starship Tech",3
Nemesis,120000,11531,334,"Ion Thruster",30
Nemesis,120000,11535,334,"Magnetometric Sensor Cluster",60
Nemesis,120000,11541,334,"Photon Microprocessor",180
Nemesis,120000,11545,334,"Crystalline Carbonide Armor Plate",300
Nemesis,120000,11547,334,"Fusion Reactor Unit",6
Nemesis,120000,11553,334,"Oscillator Capacitor Unit",60
Nemesis,120000,11556,334,"Pulse Shield Emitter",15
Hawk,120000,3828,1034,"Construction Blocks",38
Hawk,120000,11399,18,Morphite,45
Hawk,120000,11478,332,"R.A.M.- Starship Tech",6
Hawk,120000,11533,334,"Magpulse Thruster",30
Hawk,120000,11534,334,"Gravimetric Sensor Cluster",30
Hawk,120000,11540,334,"Quantum Microprocessor",135
Hawk,120000,11544,334,"Titanium Diborite Armor Plate",750
Hawk,120000,11550,334,"Graviton Reactor Unit",8
Hawk,120000,11552,334,"Scalar Capacitor Unit",90
Hawk,120000,11558,334,"Sustained Shield Emitter",30
Harpy,120000,3828,1034,"Construction Blocks",38
Harpy,120000,11399,18,Morphite,45
Harpy,120000,11478,332,"R.A.M.- Starship Tech",6
Harpy,120000,11533,334,"Magpulse Thruster",23
Harpy,120000,11534,334,"Gravimetric Sensor Cluster",30
Harpy,120000,11540,334,"Quantum Microprocessor",135
Harpy,120000,11544,334,"Titanium Diborite Armor Plate",900
Harpy,120000,11550,334,"Graviton Reactor Unit",8
Harpy,120000,11552,334,"Scalar Capacitor Unit",90
Harpy,120000,11558,334,"Sustained Shield Emitter",30
Hyena,120000,3828,1034,"Construction Blocks",23
Hyena,120000,11399,18,Morphite,15
Hyena,120000,11478,332,"R.A.M.- Starship Tech",6
Hyena,120000,11530,334,"Plasma Thruster",30
Hyena,120000,11536,334,"Ladar Sensor Cluster",75
Hyena,120000,11538,334,"Nanomechanical Microprocessor",150
Hyena,120000,11542,334,"Fernite Carbide Composite Armor Plate",375
Hyena,120000,11548,334,"Nuclear Reactor Unit",3
Hyena,120000,11551,334,"Electrolytic Capacitor Unit",75
Hyena,120000,11555,334,"Deflection Shield Emitter",15
Retribution,120000,40,18,Megacyte,2
Retribution,120000,3828,1034,"Construction Blocks",38
Retribution,120000,11399,18,Morphite,45
Retribution,120000,11478,332,"R.A.M.- Starship Tech",6
Retribution,120000,11532,334,"Fusion Thruster",23
Retribution,120000,11537,334,"Radar Sensor Cluster",30
Retribution,120000,11539,334,"Nanoelectrical Microprocessor",135
Retribution,120000,11543,334,"Tungsten Carbide Armor Plate",900
Retribution,120000,11549,334,"Antimatter Reactor Unit",8
Retribution,120000,11554,334,"Tesseract Capacitor Unit",90
Retribution,120000,11557,334,"Linear Shield Emitter",30
Jaguar,120000,3828,1034,"Construction Blocks",38
Jaguar,120000,11399,18,Morphite,45
Jaguar,120000,11478,332,"R.A.M.- Starship Tech",6
Jaguar,120000,11530,334,"Plasma Thruster",30
Jaguar,120000,11536,334,"Ladar Sensor Cluster",30
Jaguar,120000,11538,334,"Nanomechanical Microprocessor",135
Jaguar,120000,11542,334,"Fernite Carbide Composite Armor Plate",750
Jaguar,120000,11548,334,"Nuclear Reactor Unit",8
Jaguar,120000,11551,334,"Electrolytic Capacitor Unit",90
Jaguar,120000,11555,334,"Deflection Shield Emitter",30
"Warp Core Stabilizer II",2340,11399,18,Morphite,5
"Warp Core Stabilizer II",2340,11483,332,"R.A.M.- Electronics",2
"Warp Core Stabilizer II",2340,11538,334,"Nanomechanical Microprocessor",5
"Armor EM Hardener II",2340,11399,18,Morphite,23
"Armor EM Hardener II",2340,11475,332,"R.A.M.- Armor/Hull Tech",2
"Armor EM Hardener II",2340,11543,334,"Tungsten Carbide Armor Plate",15
"Armor EM Hardener II",2340,11558,334,"Sustained Shield Emitter",27
"Armor Kinetic Hardener II",2340,11399,18,Morphite,23
"Armor Kinetic Hardener II",2340,11475,332,"R.A.M.- Armor/Hull Tech",2
"Armor Kinetic Hardener II",2340,11544,334,"Titanium Diborite Armor Plate",15
"Armor Kinetic Hardener II",2340,11558,334,"Sustained Shield Emitter",27
"Armor Explosive Hardener II",2340,11399,18,Morphite,23
"Armor Explosive Hardener II",2340,11475,332,"R.A.M.- Armor/Hull Tech",2
"Armor Explosive Hardener II",2340,11542,334,"Fernite Carbide Composite Armor Plate",15
"Armor Explosive Hardener II",2340,11558,334,"Sustained Shield Emitter",27
"Armor Thermic Hardener II",2340,11399,18,Morphite,23
"Armor Thermic Hardener II",2340,11475,332,"R.A.M.- Armor/Hull Tech",2
"Armor Thermic Hardener II",2340,11545,334,"Crystalline Carbonide Armor Plate",15
"Armor Thermic Hardener II",2340,11558,334,"Sustained Shield Emitter",27
"Co-Processor II",2340,9842,1034,"Miniature Electronics",18
"Co-Processor II",2340,11399,18,Morphite,2
"Co-Processor II",2340,11483,332,"R.A.M.- Electronics",2
"Co-Processor II",2340,11541,334,"Photon Microprocessor",5
"Co-Processor II",2340,11553,334,"Oscillator Capacitor Unit",3
"ECCM - Gravimetric II",4680,37,18,Isogen,27
"ECCM - Gravimetric II",4680,9842,1034,"Miniature Electronics",7
"ECCM - Gravimetric II",4680,11399,18,Morphite,5
"ECCM - Gravimetric II",4680,11483,332,"R.A.M.- Electronics",2
"ECCM - Gravimetric II",4680,11534,334,"Gravimetric Sensor Cluster",6
"ECCM - Gravimetric II",4680,11540,334,"Quantum Microprocessor",5
"ECCM - Ladar II",4680,37,18,Isogen,28
"ECCM - Ladar II",4680,9842,1034,"Miniature Electronics",7
"ECCM - Ladar II",4680,11399,18,Morphite,5
"ECCM - Ladar II",4680,11483,332,"R.A.M.- Electronics",2
"ECCM - Ladar II",4680,11536,334,"Ladar Sensor Cluster",6
"ECCM - Ladar II",4680,11538,334,"Nanomechanical Microprocessor",5
"ECCM - Magnetometric II",4680,37,18,Isogen,26
"ECCM - Magnetometric II",4680,9842,1034,"Miniature Electronics",7
"ECCM - Magnetometric II",4680,11399,18,Morphite,5
"ECCM - Magnetometric II",4680,11483,332,"R.A.M.- Electronics",2
"ECCM - Magnetometric II",4680,11535,334,"Magnetometric Sensor Cluster",6
"ECCM - Magnetometric II",4680,11541,334,"Photon Microprocessor",5
"ECCM - Omni II",4680,37,18,Isogen,33
"ECCM - Omni II",4680,9842,1034,"Miniature Electronics",10
"ECCM - Omni II",4680,11399,18,Morphite,5
"ECCM - Omni II",4680,11483,332,"R.A.M.- Electronics",2
"ECCM - Omni II",4680,11534,334,"Gravimetric Sensor Cluster",2
"ECCM - Omni II",4680,11535,334,"Magnetometric Sensor Cluster",2
"ECCM - Omni II",4680,11536,334,"Ladar Sensor Cluster",2
"ECCM - Omni II",4680,11537,334,"Radar Sensor Cluster",2
"ECCM - Omni II",4680,11541,334,"Photon Microprocessor",5
"ECCM - Radar II",4680,37,18,Isogen,22
"ECCM - Radar II",4680,9842,1034,"Miniature Electronics",7
"ECCM - Radar II",4680,11399,18,Morphite,5
"ECCM - Radar II",4680,11483,332,"R.A.M.- Electronics",2
"ECCM - Radar II",4680,11537,334,"Radar Sensor Cluster",6
"ECCM - Radar II",4680,11539,334,"Nanoelectrical Microprocessor",5
"ECCM Projector II",4680,9840,1034,Transmitter,33
"ECCM Projector II",4680,9842,1034,"Miniature Electronics",11
"ECCM Projector II",4680,11399,18,Morphite,15
"ECCM Projector II",4680,11483,332,"R.A.M.- Electronics",2
"ECCM Projector II",4680,11538,334,"Nanomechanical Microprocessor",8
"ECCM Projector II",4680,11540,334,"Quantum Microprocessor",8
"ECCM Projector II",4680,11541,334,"Photon Microprocessor",8
"ECM - Ion Field Projector II",4680,9840,1034,Transmitter,9
"ECM - Ion Field Projector II",4680,9842,1034,"Miniature Electronics",7
"ECM - Ion Field Projector II",4680,11399,18,Morphite,8
"ECM - Ion Field Projector II",4680,11483,332,"R.A.M.- Electronics",2
"ECM - Ion Field Projector II",4680,11535,334,"Magnetometric Sensor Cluster",9
"ECM - Ion Field Projector II",4680,11541,334,"Photon Microprocessor",5
"ECM - Multispectral Jammer II",4680,9840,1034,Transmitter,9
"ECM - Multispectral Jammer II",4680,9842,1034,"Miniature Electronics",13
"ECM - Multispectral Jammer II",4680,11399,18,Morphite,9
"ECM - Multispectral Jammer II",4680,11483,332,"R.A.M.- Electronics",2
"ECM - Multispectral Jammer II",4680,11534,334,"Gravimetric Sensor Cluster",3
"ECM - Multispectral Jammer II",4680,11535,334,"Magnetometric Sensor Cluster",3
"ECM - Multispectral Jammer II",4680,11536,334,"Ladar Sensor Cluster",3
"ECM - Multispectral Jammer II",4680,11537,334,"Radar Sensor Cluster",3
"ECM - Multispectral Jammer II",4680,11541,334,"Photon Microprocessor",5
"ECM - Phase Inverter II",4680,9840,1034,Transmitter,9
"ECM - Phase Inverter II",4680,9842,1034,"Miniature Electronics",7
"ECM - Phase Inverter II",4680,11399,18,Morphite,8
"ECM - Phase Inverter II",4680,11483,332,"R.A.M.- Electronics",2
"ECM - Phase Inverter II",4680,11536,334,"Ladar Sensor Cluster",9
"ECM - Phase Inverter II",4680,11538,334,"Nanomechanical Microprocessor",5
"ECM - Spatial Destabilizer II",4680,9840,1034,Transmitter,9
"ECM - Spatial Destabilizer II",4680,9842,1034,"Miniature Electronics",7
"ECM - Spatial Destabilizer II",4680,11399,18,Morphite,8
"ECM - Spatial Destabilizer II",4680,11483,332,"R.A.M.- Electronics",2
"ECM - Spatial Destabilizer II",4680,11534,334,"Gravimetric Sensor Cluster",9
"ECM - Spatial Destabilizer II",4680,11540,334,"Quantum Microprocessor",5
"ECM - White Noise Generator II",4680,9840,1034,Transmitter,9
"ECM - White Noise Generator II",4680,9842,1034,"Miniature Electronics",7
"ECM - White Noise Generator II",4680,11399,18,Morphite,8
"ECM - White Noise Generator II",4680,11483,332,"R.A.M.- Electronics",2
"ECM - White Noise Generator II",4680,11537,334,"Radar Sensor Cluster",9
"ECM - White Noise Generator II",4680,11539,334,"Nanoelectrical Microprocessor",5
"Heat Sink II",2340,3689,1034,"Mechanical Parts",6
"Heat Sink II",2340,9842,1034,"Miniature Electronics",2
"Heat Sink II",2340,11399,18,Morphite,8
"Heat Sink II",2340,11483,332,"R.A.M.- Electronics",2
"Heat Sink II",2340,11539,334,"Nanoelectrical Microprocessor",8
"Remote Sensor Booster II",4680,37,18,Isogen,2
"Remote Sensor Booster II",4680,9840,1034,Transmitter,6
"Remote Sensor Booster II",4680,9842,1034,"Miniature Electronics",7
"Remote Sensor Booster II",4680,11399,18,Morphite,6
"Remote Sensor Booster II",4680,11483,332,"R.A.M.- Electronics",2
"Remote Sensor Booster II",4680,11534,334,"Gravimetric Sensor Cluster",8
"Remote Sensor Booster II",4680,11540,334,"Quantum Microprocessor",5
"Remote Sensor Dampener II",4680,9840,1034,Transmitter,6
"Remote Sensor Dampener II",4680,9842,1034,"Miniature Electronics",10
"Remote Sensor Dampener II",4680,11399,18,Morphite,8
"Remote Sensor Dampener II",4680,11483,332,"R.A.M.- Electronics",2
"Remote Sensor Dampener II",4680,11534,334,"Gravimetric Sensor Cluster",9
"Remote Sensor Dampener II",4680,11540,334,"Quantum Microprocessor",5
"Sensor Booster II",4680,38,18,Nocxium,1
"Sensor Booster II",4680,9840,1034,Transmitter,3
"Sensor Booster II",4680,9842,1034,"Miniature Electronics",8
"Sensor Booster II",4680,11399,18,Morphite,3
"Sensor Booster II",4680,11483,332,"R.A.M.- Electronics",2
"Sensor Booster II",4680,11534,334,"Gravimetric Sensor Cluster",6
"Sensor Booster II",4680,11540,334,"Quantum Microprocessor",5
"Signal Amplifier II",2340,9840,1034,Transmitter,2
"Signal Amplifier II",2340,9842,1034,"Miniature Electronics",6
"Signal Amplifier II",2340,11399,18,Morphite,2
"Signal Amplifier II",2340,11483,332,"R.A.M.- Electronics",2
"Signal Amplifier II",2340,11534,334,"Gravimetric Sensor Cluster",8
