baseid,basename,basebpid,basebpname,t2id,t2name,t2bpid,t2bpname,baseProb5,T2_runs,old_copytime,old_inventtime,old_buildtime,old_prodmod,new_copytime,new_inventtime
243,"Ultraviolet S",1158,"Ultraviolet S Blueprint",12563,"Scorch S",12564,"Scorch S Blueprint",0.50400,40,4500.000000,4500,20000,4000,240,22800
244,"Xray S",1159,"Xray S Blueprint",12565,"Conflagration S",12566,"Conflagration S Blueprint",0.50400,40,4500.000000,4500,20000,4000,240,22800
181,"Depleted Uranium S",882,"Depleted Uranium S Blueprint",12608,"Hail S",12609,"Hail S Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
222,"Antimatter Charge S",1137,"Antimatter Charge S Blueprint",12612,"Void S",12613,"Void S Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
219,"Thorium Charge S",1134,"Thorium Charge S Blueprint",12614,"Null S",12615,"Null S Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
221,"Plutonium Charge S",1136,"Plutonium Charge S Blueprint",12618,"Spike S",12619,"Spike S Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
217,"Iridium Charge S",1132,"Iridium Charge S Blueprint",12620,"Javelin S",12621,"Javelin S Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
179,"Nuclear S",880,"Nuclear S Blueprint",12625,"Barrage S",12626,"Barrage S Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
182,"Titanium Sabot S",883,"Titanium Sabot S Blueprint",12631,"Quake S",12632,"Quake S Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
178,"Carbonized Lead S",879,"Carbonized Lead S Blueprint",12633,"Tremor S",12634,"Tremor S Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
648,Badger,983,"Badger Blueprint",12729,Crane,12730,"Crane Blueprint",0.31500,1,12000.000000,180000,80000,16000,9600,128100
649,Tayra,984,"Tayra Blueprint",12731,Bustard,12732,"Bustard Blueprint",0.31500,1,12000.000000,180000,160000,32000,9600,128100
19744,Sigil,19745,"Sigil Blueprint",12733,Prorator,12734,"Prorator Blueprint",0.31500,1,12000.000000,180000,80000,16000,9600,128100
653,Wreathe,988,"Wreathe Blueprint",12735,Prowler,12736,"Prowler Blueprint",0.31500,1,12000.000000,180000,80000,16000,9600,128100
650,Nereus,985,"Nereus Blueprint",12743,Viator,12744,"Viator Blueprint",0.31500,1,12000.000000,180000,80000,16000,9600,128100
655,Epithal,990,"Epithal Blueprint",12745,Occator,12746,"Occator Blueprint",0.31500,1,12000.000000,180000,160000,32000,9600,128100
652,Mammoth,987,"Mammoth Blueprint",12747,Mastodon,12748,"Mastodon Blueprint",0.31500,1,12000.000000,180000,160000,32000,9600,128100
1944,Bestower,1945,"Bestower Blueprint",12753,Impel,12754,"Impel Blueprint",0.31500,1,12000.000000,180000,160000,32000,9600,128100
198,"Titanium Sabot L",899,"Titanium Sabot L Blueprint",12761,"Quake L",12762,"Quake L Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
194,"Carbonized Lead L",895,"Carbonized Lead L Blueprint",12765,"Tremor L",12766,"Tremor L Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
190,"Titanium Sabot M",891,"Titanium Sabot M Blueprint",12767,"Quake M",12768,"Quake M Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
186,"Carbonized Lead M",887,"Carbonized Lead M Blueprint",12771,"Tremor M",12772,"Tremor M Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
187,"Nuclear M",888,"Nuclear M Blueprint",12773,"Barrage M",12774,"Barrage M Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
195,"Nuclear L",896,"Nuclear L Blueprint",12775,"Barrage L",12776,"Barrage L Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
189,"Depleted Uranium M",890,"Depleted Uranium M Blueprint",12777,"Hail M",12778,"Hail M Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
197,"Depleted Uranium L",898,"Depleted Uranium L Blueprint",12779,"Hail L",12780,"Hail L Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
227,"Thorium Charge M",1142,"Thorium Charge M Blueprint",12785,"Null M",12786,"Null M Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
235,"Thorium Charge L",1150,"Thorium Charge L Blueprint",12787,"Null L",12788,"Null L Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
230,"Antimatter Charge M",1145,"Antimatter Charge M Blueprint",12789,"Void M",12790,"Void M Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
238,"Antimatter Charge L",1153,"Antimatter Charge L Blueprint",12791,"Void L",12792,"Void L Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
225,"Iridium Charge M",1140,"Iridium Charge M Blueprint",12801,"Javelin M",12802,"Javelin M Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
233,"Iridium Charge L",1148,"Iridium Charge L Blueprint",12803,"Javelin L",12804,"Javelin L Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
229,"Plutonium Charge M",1144,"Plutonium Charge M Blueprint",12805,"Spike M",12806,"Spike M Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
237,"Plutonium Charge L",1152,"Plutonium Charge L Blueprint",12807,"Spike L",12808,"Spike L Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
252,"Xray M",1167,"Xray M Blueprint",12814,"Conflagration M",12815,"Conflagration M Blueprint",0.50400,40,4500.000000,4500,40000,8000,480,45600
260,"Xray L",1175,"Xray L Blueprint",12816,"Conflagration L",12817,"Conflagration L Blueprint",0.50400,40,4500.000000,4500,80000,16000,720,68100
251,"Ultraviolet M",1166,"Ultraviolet M Blueprint",12818,"Scorch M",12819,"Scorch M Blueprint",0.50400,40,4500.000000,4500,40000,8000,480,45600
259,"Ultraviolet L",1174,"Ultraviolet L Blueprint",12820,"Scorch L",12821,"Scorch L Blueprint",0.50400,40,4500.000000,4500,80000,16000,720,68100
247,"Radio M",1162,"Radio M Blueprint",12822,"Aurora M",12823,"Aurora M Blueprint",0.50400,40,4500.000000,4500,40000,8000,480,45600
255,"Radio L",1170,"Radio L Blueprint",12824,"Aurora L",12825,"Aurora L Blueprint",0.50400,40,4500.000000,4500,80000,16000,720,68100
254,"Multifrequency M",1169,"Multifrequency M Blueprint",12826,"Gleam M",12827,"Gleam M Blueprint",0.50400,40,4500.000000,4500,40000,8000,480,45600
262,"Multifrequency L",1177,"Multifrequency L Blueprint",12828,"Gleam L",12829,"Gleam L Blueprint",0.50400,40,4500.000000,4500,80000,16000,720,68100
530,"Small Nosferatu I",1106,"Small Nosferatu I Blueprint",13001,"Small Nosferatu II",13002,"Small Nosferatu II Blueprint",0.50400,10,9000.000000,9000,5000,1000,720,13800
533,"Small Energy Neutralizer I",1109,"Small Energy Neutralizer I Blueprint",13003,"Small Energy Neutralizer II",13004,"Small Energy Neutralizer II Blueprint",0.50400,10,9000.000000,9000,4000,800,720,13800
2512,"Mjolnir Rocket",2513,"Mjolnir Rocket Blueprint",13119,"Mjolnir Javelin Rocket",24544,"Mjolnir Javelin Rocket Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
21867,"Nova Heavy Assault Missile",21868,"Nova Heavy Assault Missile Blueprint",13856,"Nova Javelin Heavy Assault Missile",24616,"Nova Javelin Heavy Assault Missile Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
17482,"Strip Miner I",17483,"Strip Miner I Blueprint",17912,"Modulated Strip Miner II",17913,"Modulated Strip Miner II Blueprint",0.50400,10,9000.000000,9000,16000,3200,1680,36000
12108,"Deep Core Mining Laser I",12109,"Deep Core Mining Laser I Blueprint",18068,"Modulated Deep Core Miner II",18069,"Modulated Deep Core Miner II Blueprint",0.50400,10,375000.000000,75000,8000,1600,1680,36000
18036,"Arkonor Mining Crystal I",18037,"Arkonor Mining Crystal I Blueprint",18590,"Arkonor Mining Crystal II",18591,"Arkonor Mining Crystal II Blueprint",0.50400,10000,210000.000000,24000,3000,600,240,0
18038,"Bistot Mining Crystal I",18039,"Bistot Mining Crystal I Blueprint",18592,"Bistot Mining Crystal II",18593,"Bistot Mining Crystal II Blueprint",0.50400,10000,210000.000000,24000,2800,560,240,0
18040,"Crokite Mining Crystal I",18041,"Crokite Mining Crystal I Blueprint",18594,"Crokite Mining Crystal II",18595,"Crokite Mining Crystal II Blueprint",0.50400,10000,195000.000000,24000,2600,520,240,0
18042,"Dark Ochre Mining Crystal I",18043,"Dark Ochre Mining Crystal I Blueprint",18596,"Dark Ochre Mining Crystal II",18597,"Dark Ochre Mining Crystal II Blueprint",0.50400,10000,180000.000000,24000,2200,440,240,0
18044,"Gneiss Mining Crystal I",18045,"Gneiss Mining Crystal I Blueprint",18598,"Gneiss Mining Crystal II",18599,"Gneiss Mining Crystal II Blueprint",0.50400,10000,165000.000000,24000,2000,400,240,0
18046,"Hedbergite Mining Crystal I",18047,"Hedbergite Mining Crystal I Blueprint",18600,"Hedbergite Mining Crystal II",18601,"Hedbergite Mining Crystal II Blueprint",0.50400,10000,135000.000000,24000,1800,360,240,0
18048,"Hemorphite Mining Crystal I",18049,"Hemorphite Mining Crystal I Blueprint",18602,"Hemorphite Mining Crystal II",18603,"Hemorphite Mining Crystal II Blueprint",0.50400,10000,120000.000000,24000,1600,320,240,0
18050,"Jaspet Mining Crystal I",18051,"Jaspet Mining Crystal I Blueprint",18604,"Jaspet Mining Crystal II",18605,"Jaspet Mining Crystal II Blueprint",0.50400,10000,105000.000000,24000,1400,280,240,0
18052,"Kernite Mining Crystal I",18053,"Kernite Mining Crystal I Blueprint",18606,"Kernite Mining Crystal II",18607,"Kernite Mining Crystal II Blueprint",0.50400,10000,90000.000000,24000,1200,240,240,0
18054,"Mercoxit Mining Crystal I",18055,"Mercoxit Mining Crystal I Blueprint",18608,"Mercoxit Mining Crystal II",18609,"Mercoxit Mining Crystal II Blueprint",0.50400,10000,225000.000000,24000,3200,640,240,0
18056,"Omber Mining Crystal I",18057,"Omber Mining Crystal I Blueprint",18610,"Omber Mining Crystal II",18611,"Omber Mining Crystal II Blueprint",0.50400,10000,75000.000000,24000,1000,200,240,0
18058,"Plagioclase Mining Crystal I",18059,"Plagioclase Mining Crystal I Blueprint",18612,"Plagioclase Mining Crystal II",18613,"Plagioclase Mining Crystal II Blueprint",0.50400,10000,60000.000000,24000,800,160,240,0
18060,"Pyroxeres Mining Crystal I",18061,"Pyroxeres Mining Crystal I Blueprint",18614,"Pyroxeres Mining Crystal II",18615,"Pyroxeres Mining Crystal II Blueprint",0.50400,10000,45000.000000,24000,600,120,240,0
18062,"Scordite Mining Crystal I",18063,"Scordite Mining Crystal I Blueprint",18616,"Scordite Mining Crystal II",18617,"Scordite Mining Crystal II Blueprint",0.50400,10000,30000.000000,24000,400,80,240,0
18066,"Veldspar Mining Crystal I",18067,"Veldspar Mining Crystal I Blueprint",18618,"Veldspar Mining Crystal II",18619,"Veldspar Mining Crystal II Blueprint",0.50400,10000,15000.000000,24000,200,40,240,0
18064,"Spodumain Mining Crystal I",18065,"Spodumain Mining Crystal I Blueprint",18624,"Spodumain Mining Crystal II",18625,"Spodumain Mining Crystal II Blueprint",0.50400,10000,180000.000000,24000,2400,480,240,0
13320,"Cruise Missile Launcher I",13321,"Cruise Missile Launcher I Blueprint",19739,"Cruise Missile Launcher II",19740,"Cruise Missile Launcher II Blueprint",0.50400,10,9000.000000,9000,10000,2000,2160,51000
12709,"Target Painter I",12710,"Target Painter I Blueprint",19806,"Target Painter II",19807,"Target Painter II Blueprint",0.50400,10,9000.000000,9000,6000,1200,1440,30900
628,Arbitrator,973,"Arbitrator Blueprint",20125,Curse,20126,"Curse Blueprint",0.31500,1,12000.000000,180000,120000,24000,9600,128100
11291,"50mm Reinforced Steel Plates I",11292,"50mm Reinforced Steel Plates I Blueprint",20343,"50mm Reinforced Steel Plates II",20344,"50mm Reinforced Steel Plates II Blueprint",0.50400,10,9000.000000,9000,3000,600,720,13800
11293,"100mm Reinforced Steel Plates I",11294,"100mm Reinforced Steel Plates I Blueprint",20345,"100mm Reinforced Steel Plates II",20346,"100mm Reinforced Steel Plates II Blueprint",0.50400,10,9000.000000,9000,6000,1200,720,13800
11295,"200mm Reinforced Steel Plates I",11296,"200mm Reinforced Steel Plates I Blueprint",20347,"200mm Reinforced Steel Plates II",20348,"200mm Reinforced Steel Plates II Blueprint",0.50400,10,9000.000000,9000,9000,1800,720,13800
11297,"400mm Reinforced Steel Plates I",11298,"400mm Reinforced Steel Plates I Blueprint",20349,"400mm Reinforced Steel Plates II",20350,"400mm Reinforced Steel Plates II Blueprint",0.50400,10,9000.000000,9000,12000,2400,720,13800
11299,"800mm Reinforced Steel Plates I",11300,"800mm Reinforced Steel Plates I Blueprint",20351,"800mm Reinforced Steel Plates II",20352,"800mm Reinforced Steel Plates II Blueprint",0.50400,10,9000.000000,9000,15000,3000,1440,30900
11279,"1600mm Reinforced Steel Plates I",11280,"1600mm Reinforced Steel Plates I Blueprint",20353,"1600mm Reinforced Steel Plates II",20354,"1600mm Reinforced Steel Plates II Blueprint",0.50400,10,9000.000000,9000,18000,3600,2160,51000
15508,"Vespa I",15509,"Vespa I Blueprint",21638,"Vespa II",21639,"Vespa II Blueprint",0.50400,10,7200.000000,7200,2000,400,480,15900
15510,"Valkyrie I",15511,"Valkyrie I Blueprint",21640,"Valkyrie II",21641,"Valkyrie II Blueprint",0.50400,10,7200.000000,7200,2000,400,480,15900
16278,"Ice Harvester I",16279,"Ice Harvester I Blueprint",22229,"Ice Harvester II",22230,"Ice Harvester II Blueprint",0.50400,10,9000.000000,9000,16000,3200,1680,36000
12274,"Ballistic Control System I",12275,"Ballistic Control System I Blueprint",22291,"Ballistic Control System II",22292,"Ballistic Control System II Blueprint",0.50400,10,9000.000000,9000,5000,1000,720,13800
643,Armageddon,997,"Armageddon Blueprint",22428,Redeemer,22429,"Redeemer Blueprint",0.25200,1,27000.000000,270000,180000,36000,14400,192000
645,Dominix,999,"Dominix Blueprint",22430,Sin,22431,"Sin Blueprint",0.25200,1,27000.000000,270000,180000,36000,14400,192000
640,Scorpion,994,"Scorpion Blueprint",22436,Widow,22437,"Widow Blueprint",0.25200,1,27000.000000,270000,180000,36000,14400,192000
644,Typhoon,998,"Typhoon Blueprint",22440,Panther,22441,"Panther Blueprint",0.25200,1,27000.000000,270000,180000,36000,14400,192000
24700,Myrmidon,24701,"Myrmidon Blueprint",22442,Eos,22443,"Eos Blueprint",0.25200,1,18000.000000,225000,160000,32000,12000,160200
24702,Hurricane,24703,"Hurricane Blueprint",22444,Sleipnir,22445,"Sleipnir Blueprint",0.25200,1,18000.000000,225000,160000,32000,12000,160200
16227,Ferox,16228,"Ferox Blueprint",22446,Vulture,22447,"Vulture Blueprint",0.25200,1,18000.000000,225000,160000,32000,12000,160200
24696,Harbinger,24697,"Harbinger Blueprint",22448,Absolution,22449,"Absolution Blueprint",0.25200,1,18000.000000,225000,160000,32000,12000,160200
16236,Coercer,16237,"Coercer Blueprint",22452,Heretic,22453,"Heretic Blueprint",0.37800,1,6750.000000,135000,60000,12000,7200,96000
16242,Thrasher,16243,"Thrasher Blueprint",22456,Sabre,22457,"Sabre Blueprint",0.37800,1,6750.000000,135000,60000,12000,7200,96000
16240,Catalyst,16241,"Catalyst Blueprint",22460,Eris,22461,"Eris Blueprint",0.37800,1,6750.000000,135000,60000,12000,7200,96000
16238,Cormorant,16239,"Cormorant Blueprint",22464,Flycatcher,22465,"Flycatcher Blueprint",0.37800,1,6750.000000,135000,60000,12000,7200,96000
16229,Brutix,16230,"Brutix Blueprint",22466,Astarte,22467,"Astarte Blueprint",0.25200,1,18000.000000,225000,160000,32000,12000,160200
16231,Cyclone,16232,"Cyclone Blueprint",22468,Claymore,22469,"Claymore Blueprint",0.25200,1,18000.000000,225000,160000,32000,12000,160200
24698,Drake,24699,"Drake Blueprint",22470,Nighthawk,22471,"Nighthawk Blueprint",0.25200,1,18000.000000,225000,160000,32000,12000,160200
16233,Prophecy,16234,"Prophecy Blueprint",22474,Damnation,22475,"Damnation Blueprint",0.25200,1,18000.000000,225000,160000,32000,12000,160200
17476,Covetor,17477,"Covetor Blueprint",22544,Hulk,22545,"Hulk Blueprint",0.25200,1,9000.000000,90000,120000,24000,9600,128100
17480,Procurer,17481,"Procurer Blueprint",22546,Skiff,22547,"Skiff Blueprint",0.37800,1,9000.000000,90000,60000,12000,9600,128100
17478,Retriever,17479,"Retriever Blueprint",22548,Mackinaw,22549,"Mackinaw Blueprint",0.31500,1,9000.000000,90000,80000,16000,9600,128100
17482,"Strip Miner I",17483,"Strip Miner I Blueprint",24305,"Modulated Deep Core Strip Miner II",24306,"Modulated Deep Core Strip Miner II Blueprint",0.50400,10,9000.000000,9000,16000,3200,1680,36000
24395,"Drone Navigation Computer I",24396,"Drone Navigation Computer I Blueprint",24417,"Drone Navigation Computer II",24418,"Drone Navigation Computer II Blueprint",0.50400,10,9000.000000,9000,6000,120,1440,30900
23527,"Drone Link Augmentor I",23528,"Drone Link Augmentor I Blueprint",24427,"Drone Link Augmentor II",24428,"Drone Link Augmentor II Blueprint",0.50400,10,9000.000000,9000,6000,120,2160,51000
23533,"Omnidirectional Tracking Link I",23534,"Omnidirectional Tracking Link I Blueprint",24438,"Omnidirectional Tracking Link II",24439,"Omnidirectional Tracking Link II Blueprint",0.50400,10,9000.000000,9000,6000,120,1440,30900
11561,"Shield Boost Amplifier I",11562,"Shield Boost Amplifier I Blueprint",24443,"Shield Boost Amplifier II",24444,"Shield Boost Amplifier II Blueprint",0.50400,10,9000.000000,9000,4500,900,1440,30900
266,"Scourge Rocket",1220,"Scourge Rocket Blueprint",24471,"Scourge Rage Rocket",24472,"Scourge Rage Rocket Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
2516,"Nova Rocket",2517,"Nova Rocket Blueprint",24473,"Nova Rage Rocket",24474,"Nova Rage Rocket Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
2514,"Inferno Rocket",2515,"Inferno Rocket Blueprint",24475,"Inferno Rage Rocket",24476,"Inferno Rage Rocket Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
266,"Scourge Rocket",1220,"Scourge Rocket Blueprint",24477,"Scourge Javelin Rocket",24605,"Scourge Javelin Rocket Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
2516,"Nova Rocket",2517,"Nova Rocket Blueprint",24478,"Nova Javelin Rocket",24604,"Nova Javelin Rocket Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
2514,"Inferno Rocket",2515,"Inferno Rocket Blueprint",24479,"Inferno Javelin Rocket",24543,"Inferno Javelin Rocket Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
20308,"Inferno Heavy Assault Missile",26761,"Inferno Heavy Assault Missile Blueprint",24486,"Inferno Rage Heavy Assault Missile",24487,"Inferno Rage Heavy Assault Missile Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
21867,"Nova Heavy Assault Missile",21868,"Nova Heavy Assault Missile Blueprint",24488,"Nova Rage Heavy Assault Missile",24489,"Nova Rage Heavy Assault Missile Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
20306,"Mjolnir Heavy Assault Missile",26760,"Mjolnir Heavy Assault Missile Blueprint",24490,"Mjolnir Rage Heavy Assault Missile",24491,"Mjolnir Rage Heavy Assault Missile Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
20307,"Scourge Heavy Assault Missile",26762,"Scourge Heavy Assault Missile Blueprint",24492,"Scourge Javelin Heavy Assault Missile",24614,"Scourge Javelin Heavy Assault Missile Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
20306,"Mjolnir Heavy Assault Missile",26760,"Mjolnir Heavy Assault Missile Blueprint",24493,"Mjolnir Javelin Heavy Assault Missile",24617,"Mjolnir Javelin Heavy Assault Missile Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
20308,"Inferno Heavy Assault Missile",26761,"Inferno Heavy Assault Missile Blueprint",24494,"Inferno Javelin Heavy Assault Missile",24615,"Inferno Javelin Heavy Assault Missile Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
210,"Scourge Light Missile",811,"Scourge Light Missile Blueprint",24495,"Scourge Fury Light Missile",24496,"Scourge Fury Light Missile Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
213,"Nova Light Missile",814,"Nova Light Missile Blueprint",24497,"Nova Fury Light Missile",24498,"Nova Fury Light Missile Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
211,"Inferno Light Missile",812,"Inferno Light Missile Blueprint",24499,"Inferno Fury Light Missile",24500,"Inferno Fury Light Missile Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
210,"Scourge Light Missile",811,"Scourge Light Missile Blueprint",24501,"Scourge Precision Light Missile",24502,"Scourge Precision Light Missile Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
213,"Nova Light Missile",814,"Nova Light Missile Blueprint",24503,"Nova Precision Light Missile",24504,"Nova Precision Light Missile Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
212,"Mjolnir Light Missile",813,"Mjolnir Light Missile Blueprint",24505,"Mjolnir Precision Light Missile",24506,"Mjolnir Precision Light Missile Blueprint",0.50400,10000,4500.000000,4500,20000,4000,240,22800
206,"Nova Heavy Missile",807,"Nova Heavy Missile Blueprint",24507,"Nova Fury Heavy Missile",24508,"Nova Fury Heavy Missile Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
207,"Mjolnir Heavy Missile",808,"Mjolnir Heavy Missile Blueprint",24509,"Mjolnir Fury Heavy Missile",24510,"Mjolnir Fury Heavy Missile Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
208,"Inferno Heavy Missile",809,"Inferno Heavy Missile Blueprint",24511,"Inferno Fury Heavy Missile",24512,"Inferno Fury Heavy Missile Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
209,"Scourge Heavy Missile",810,"Scourge Heavy Missile Blueprint",24513,"Scourge Precision Heavy Missile",24514,"Scourge Precision Heavy Missile Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
208,"Inferno Heavy Missile",809,"Inferno Heavy Missile Blueprint",24515,"Inferno Precision Heavy Missile",24516,"Inferno Precision Heavy Missile Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
207,"Mjolnir Heavy Missile",808,"Mjolnir Heavy Missile Blueprint",24517,"Mjolnir Precision Heavy Missile",24518,"Mjolnir Precision Heavy Missile Blueprint",0.50400,10000,4500.000000,4500,40000,8000,480,45600
2508,"Nova Torpedo",2509,"Nova Torpedo Blueprint",24519,"Nova Rage Torpedo",24520,"Nova Rage Torpedo Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
267,"Scourge Torpedo",1221,"Scourge Torpedo Blueprint",24521,"Scourge Rage Torpedo",24522,"Scourge Rage Torpedo Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
2506,"Mjolnir Torpedo",2507,"Mjolnir Torpedo Blueprint",24523,"Mjolnir Rage Torpedo",24524,"Mjolnir Rage Torpedo Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
2510,"Inferno Torpedo",2511,"Inferno Torpedo Blueprint",24525,"Inferno Javelin Torpedo",24526,"Inferno Javelin Torpedo Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
2506,"Mjolnir Torpedo",2507,"Mjolnir Torpedo Blueprint",24527,"Mjolnir Javelin Torpedo",24528,"Mjolnir Javelin Torpedo Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
267,"Scourge Torpedo",1221,"Scourge Torpedo Blueprint",24529,"Scourge Javelin Torpedo",24530,"Scourge Javelin Torpedo Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
205,"Nova Cruise Missile",806,"Nova Cruise Missile Blueprint",24531,"Nova Fury Cruise Missile",24532,"Nova Fury Cruise Missile Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
203,"Scourge Cruise Missile",804,"Scourge Cruise Missile Blueprint",24533,"Scourge Fury Cruise Missile",24534,"Scourge Fury Cruise Missile Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
202,"Mjolnir Cruise Missile",803,"Mjolnir Cruise Missile Blueprint",24535,"Mjolnir Fury Cruise Missile",24536,"Mjolnir Fury Cruise Missile Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
205,"Nova Cruise Missile",806,"Nova Cruise Missile Blueprint",24537,"Nova Precision Cruise Missile",24538,"Nova Precision Cruise Missile Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
202,"Mjolnir Cruise Missile",803,"Mjolnir Cruise Missile Blueprint",24539,"Mjolnir Precision Cruise Missile",24540,"Mjolnir Precision Cruise Missile Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
203,"Scourge Cruise Missile",804,"Scourge Cruise Missile Blueprint",24541,"Scourge Precision Cruise Missile",24542,"Scourge Precision Cruise Missile Blueprint",0.50400,10000,4500.000000,4500,80000,16000,720,68100
25561,"Signal Distortion Amplifier I",25562,"Signal Distortion Amplifier I Blueprint",25563,"Signal Distortion Amplifier II",25564,"Signal Distortion Amplifier II Blueprint",0.50400,10,9000.000000,9000,5000,1000,720,13800
20138,"Heavy Assault Missile Launcher I",26759,"Heavy Assault Missile Launcher I Blueprint",25715,"Heavy Assault Missile Launcher II",25716,"Heavy Assault Missile Launcher II Blueprint",0.50400,10,9000.000000,9000,7000,1400,1440,30900
25266,"Gas Cloud Harvester I",25267,"Gas Cloud Harvester I Blueprint",25812,"Gas Cloud Harvester II",25813,"Gas Cloud Harvester II Blueprint",0.50400,10,9000.000000,9000,6000,1200,720,13800
25736,"Large Anti-EM Pump I",25737,"Large Anti-EM Pump I Blueprint",26286,"Large Anti-EM Pump II",26287,"Large Anti-EM Pump II Blueprint",0.50400,1,90000.000000,90000,30000,6000,3600,23400
25888,"Large Anti-Explosive Pump I",25889,"Large Anti-Explosive Pump I Blueprint",26288,"Large Anti-Explosive Pump II",26289,"Large Anti-Explosive Pump II Blueprint",0.50400,1,90000.000000,90000,30000,6000,3600,23400
25890,"Large Anti-Kinetic Pump I",25891,"Large Anti-Kinetic Pump I Blueprint",26290,"Large Anti-Kinetic Pump II",26291,"Large Anti-Kinetic Pump II Blueprint",0.50400,1,90000.000000,90000,30000,6000,3600,23400
25892,"Large Anti-Thermic Pump I",25893,"Large Anti-Thermic Pump I Blueprint",26292,"Large Anti-Thermic Pump II",26293,"Large Anti-Thermic Pump II Blueprint",0.50400,1,90000.000000,90000,30000,6000,3600,23400
25896,"Large Auxiliary Nano Pump I",25897,"Large Auxiliary Nano Pump I Blueprint",26294,"Large Auxiliary Nano Pump II",26295,"Large Auxiliary Nano Pump II Blueprint",0.50400,1,90000.000000,90000,30000,6000,3600,23400
25898,"Large Nanobot Accelerator I",25899,"Large Nanobot Accelerator I Blueprint",26296,"Large Nanobot Accelerator II",26297,"Large Nanobot Accelerator II Blueprint",0.50400,1,90000.000000,90000,30000,6000,3600,23400
25900,"Large Remote Repair Augmentor I",25901,"Large Remote Repair Augmentor I Blueprint",26298,"Large Remote Repair Augmentor II",26299,"Large Remote Repair Augmentor II Blueprint",0.50400,1,90000.000000,90000,30000,6000,3600,23400
25902,"Large Salvage Tackle I",25903,"Large Salvage Tackle I Blueprint",26300,"Large Salvage Tackle II",26301,"Large Salvage Tackle II Blueprint",0.50400,1,90000.000000,90000,30000,6000,3600,23400
